CC,USN,sgpa
1BG,1BG16CS107,8.75
1BG,1BG16CS108,9.42
1BG,1BG16CS109,9.5
1BG,1BG16CS110,4.5
1BG,1BG16CS111,9.75
1BG,1BG16CS112,6.08
1BG,1BG16CS113,7.67
1BG,1BG16CS114,8.25
1BG,1BG16CS115,8.67
1BG,1BG16CS116,8.42
1BG,1BG16CS117,8.92
1BG,1BG16CS118,6.92
1BG,1BG16CS119,6.83
1BG,1BG16CS120,4.75
1BG,1BG16CS121,8.33
1BG,1BG16CS123,9.5
1BH,1BH16CS001,7.17
1BH,1BH16CS002,8
1BH,1BH16CS003,6
1BH,1BH16CS004,3.83
1BH,1BH16CS005,6.83
1BH,1BH16CS006,8.58
1BH,1BH16CS007,6.83
1BH,1BH16CS008,8
1BH,1BH16CS009,5.33
1BH,1BH16CS010,3.17
1BH,1BH16CS011,4
1BH,1BH16CS012,5.92
1BH,1BH16CS013,8
1BH,1BH16CS014,6.33
1BH,1BH16CS015,6
1BH,1BH16CS016,7.17
1BH,1BH16CS017,4.08
1BH,1BH16CS018,8.83
1BH,1BH16CS019,6.75
1BH,1BH16CS020,5
1BH,1BH16CS021,8
1BH,1BH16CS022,5.33
1BH,1BH16CS025,6.83
1BH,1BH16CS026,2.5
1BH,1BH16CS027,8.67
1BH,1BH16CS028,1.92
1BH,1BH16CS029,6.67
1BH,1BH16CS030,6.83
1BH,1BH16CS031,6.17
1BH,1BH16CS032,7.25
1BH,1BH16CS033,8.25
1BH,1BH16CS034,3.33
1BH,1BH16CS035,6.83
1BH,1BH16CS036,6.83
1BH,1BH16CS037,4.92
1BH,1BH16CS038,8.42
1BH,1BH16CS039,7.67
1BH,1BH16CS040,5.92
1BH,1BH16CS041,6.5
1BH,1BH16CS042,8
1BH,1BH16CS043,8.75
1BH,1BH16CS044,7.08
1BH,1BH16CS045,4.92
1BH,1BH16CS046,8
1BH,1BH16CS047,5.58
1BH,1BH16CS048,4.08
1BH,1BH16CS049,7.92
1BH,1BH16CS050,2.83
1BH,1BH16CS051,3
1BH,1BH16CS052,6.17
1BH,1BH16CS053,3
1BH,1BH16CS054,8.58
1BH,1BH16CS055,6.58
1BH,1BH16CS056,3
1BH,1BH16CS057,5.25
1BH,1BH16CS059,7.25
1BH,1BH16CS060,5.08
1BH,1BH16CS061,1.75
1BH,1BH16CS062,6.67
1BH,1BH16CS063,7.67
1BH,1BH16CS064,6.67
1BH,1BH16CS065,8.92
1BH,1BH16CS066,6
1BH,1BH16CS067,3.42
1BH,1BH16CS068,7
1BH,1BH16CS070,5
1BH,1BH16CS071,7.67
1BH,1BH16CS072,2.83
1BH,1BH16CS073,2.25
1BI,1BI16CS001,5.92
1BI,1BI16CS002,9.17
1BI,1BI16CS003,8.08
1BI,1BI16CS004,8.5
1BI,1BI16CS005,6.17
1BI,1BI16CS006,9.33
1BI,1BI16CS007,9.33
1BI,1BI16CS008,9.5
1BI,1BI16CS009,8.08
1BI,1BI16CS010,8.83
1BI,1BI16CS011,8.33
1BI,1BI16CS012,9.83
1BI,1BI16CS013,5.75
1BI,1BI16CS014,7.83
1BI,1BI16CS015,9.17
1BI,1BI16CS016,7.5
1BI,1BI16CS017,6.08
1BI,1BI16CS018,8.67
1BI,1BI16CS019,9.33
1BI,1BI16CS020,5.5
1BI,1BI16CS021,9.5
1BI,1BI16CS022,7.83
1BI,1BI16CS023,9.17
1BI,1BI16CS024,7.67
1BI,1BI16CS025,9.5
1BI,1BI16CS026,4.58
1BI,1BI16CS027,8.67
1BI,1BI16CS028,9.33
1BI,1BI16CS029,3.92
1BI,1BI16CS030,8.42
1BI,1BI16CS031,8.25
1BI,1BI16CS032,7.25
1BI,1BI16CS033,9.33
1BI,1BI16CS034,8
1BI,1BI16CS035,7.17
1BI,1BI16CS037,4.75
1BI,1BI16CS038,6.17
1BI,1BI16CS039,7.5
1BI,1BI16CS040,6.42
1BI,1BI16CS041,3.92
1BI,1BI16CS042,8.83
1BI,1BI16CS043,9
1BI,1BI16CS044,8.5
1BI,1BI16CS045,9.17
1BI,1BI16CS046,8.08
1BI,1BI16CS047,7.33
1BI,1BI16CS048,7.58
1BI,1BI16CS049,8.25
1BI,1BI16CS050,8.25
1BI,1BI16CS051,5.33
1BI,1BI16CS052,8.17
1BI,1BI16CS053,3.33
1BI,1BI16CS054,7.92
1BI,1BI16CS055,8.33
1BI,1BI16CS056,7.75
1BI,1BI16CS057,9.5
1BI,1BI16CS058,9.5
1BI,1BI16CS059,7.92
1BI,1BI16CS060,6.17
1BI,1BI16CS061,9.08
1BI,1BI16CS062,5.17
1BI,1BI16CS063,7.17
1BI,1BI16CS064,8.92
1BI,1BI16CS065,6.83
1BI,1BI16CS066,9.33
1BI,1BI16CS067,7
1BI,1BI16CS068,3.42
1BI,1BI16CS069,9.25
1BI,1BI16CS070,8.17
1BI,1BI16CS071,4.5
1BI,1BI16CS072,3
1BI,1BI16CS073,8
1BI,1BI16CS074,8.42
1BI,1BI16CS075,2.42
1BI,1BI16CS076,7.5
1BI,1BI16CS077,8.75
1BI,1BI16CS078,8.5
1BI,1BI16CS079,2.67
1BI,1BI16CS080,8.58
1BI,1BI16CS081,7.08
1BI,1BI16CS082,8.08
1BI,1BI16CS083,8.33
1BI,1BI16CS084,8.83
1BI,1BI16CS085,4.08
1BI,1BI16CS086,8.75
1BI,1BI16CS087,8.5
1BI,1BI16CS088,4.42
1BI,1BI16CS089,8.83
1BI,1BI16CS090,9.25
1BI,1BI16CS091,8.67
1BI,1BI16CS092,8.5
1BI,1BI16CS093,8
1BI,1BI16CS094,8.17
1BI,1BI16CS095,8.17
1BI,1BI16CS096,7.17
1BI,1BI16CS097,9.67
1BI,1BI16CS098,8.33
1BI,1BI16CS099,4.17
1BI,1BI16CS101,8.83
1BI,1BI16CS102,9
1BI,1BI16CS103,9
1BI,1BI16CS104,3.83
1BI,1BI16CS105,8.58
1BI,1BI16CS106,6.67
1BI,1BI16CS107,8.33
1BI,1BI16CS108,8.5
1BI,1BI16CS109,4.75
1BI,1BI16CS110,9.33
1BI,1BI16CS111,8.83
1BI,1BI16CS112,7.42
1BI,1BI16CS113,8.5
1BI,1BI16CS114,8.83
1BI,1BI16CS115,8.5
1BI,1BI16CS116,9.5
1BI,1BI16CS117,6.17
1BI,1BI16CS118,8.17
1BI,1BI16CS119,8.25
1BI,1BI16CS120,7.25
1BI,1BI16CS121,8
1BI,1BI16CS122,9.17
1BI,1BI16CS123,9.33
1BI,1BI16CS124,9
1BI,1BI16CS125,3.67
1BI,1BI16CS126,7.08
1BI,1BI16CS127,8.42
1BI,1BI16CS128,8.17
1BI,1BI16CS129,7.17
1BI,1BI16CS130,9.17
1BI,1BI16CS131,9.33
1BI,1BI16CS132,7.5
1BI,1BI16CS133,8.5
1BI,1BI16CS134,4.67
1BI,1BI16CS135,9
1BI,1BI16CS136,8.67
1BI,1BI16CS137,5.08
1BI,1BI16CS138,6
1BI,1BI16CS139,9
1BI,1BI16CS140,4.5
1BI,1BI16CS141,4.92
1BI,1BI16CS142,9
1BI,1BI16CS143,8.5
1BI,1BI16CS144,7.33
1BI,1BI16CS145,9.5
1BI,1BI16CS146,9.17
1BI,1BI16CS147,8.67
1BI,1BI16CS148,7.83
1BI,1BI16CS149,8.08
1BI,1BI16CS150,9.5
1BI,1BI16CS151,8.67
1BI,1BI16CS152,3.67
1BI,1BI16CS153,7
1BI,1BI16CS154,7.67
1BI,1BI16CS155,6.17
1BI,1BI16CS156,3.58
1BI,1BI16CS157,8
1BI,1BI16CS158,8
1BI,1BI16CS159,8.33
1BI,1BI16CS160,9.5
1BI,1BI16CS161,9.5
1BI,1BI16CS163,8.83
1BI,1BI16CS164,9.33
1BI,1BI16CS165,9.08
1BI,1BI16CS166,5.08
1BI,1BI16CS167,8.33
1BI,1BI16CS168,7.83
1BI,1BI16CS169,8.5
1BI,1BI16CS170,6.5
1BI,1BI16CS171,7
1BI,1BI16CS173,9
1BI,1BI16CS174,9.08
1BI,1BI16CS175,7.67
1BI,1BI16CS176,9.33
1BI,1BI16CS177,8.83
1BI,1BI16CS178,1.25
1BI,1BI16CS179,8.25
1BI,1BI16CS180,4.92
1BI,1BI16CS181,6.83
1BI,1BI16CS182,6.5
1BI,1BI16CS183,3.08
1BI,1BI16CS184,7.17
1BI,1BI16CS185,8.25
1BI,1BI16CS186,2.67
1BI,1BI16CS187,9
1BO,1BO16CS001,9
1BO,1BO16CS002,7.75
1BO,1BO16CS003,3.17
1BO,1BO16CS004,7.25
1BO,1BO16CS005,7.75
1BO,1BO16CS006,7.5
1BO,1BO16CS007,6.58
1BO,1BO16CS008,5.5
1BO,1BO16CS009,5
1BO,1BO16CS011,7.08
1BO,1BO16CS012,0.5
1BO,1BO16CS013,5.17
1BO,1BO16CS015,5
1BO,1BO16CS016,2.67
1BO,1BO16CS018,3.83
1BO,1BO16CS019,3.67
1BO,1BO16CS020,7.83
1BO,1BO16CS021,2.08
1BO,1BO16CS022,6.42
1BO,1BO16CS023,8.33
1BO,1BO16CS024,6.33
1BO,1BO16CS025,7.67
1BO,1BO16CS026,3
1BO,1BO16CS027,5.33
1BO,1BO16CS028,6.5
1BO,1BO16CS029,6.75
1BO,1BO16CS031,8.67
1BO,1BO16CS032,5.5
1BO,1BO16CS033,7.25
1BO,1BO16CS034,4.08
1BO,1BO16CS035,4.58
1BO,1BO16CS036,2.17
1BO,1BO16CS037,6.83
1BO,1BO16CS038,2.67
1BO,1BO16CS039,7.25
1BO,1BO16CS040,8.33
1BO,1BO16CS041,7.33
1BO,1BO16CS042,7.42
1BO,1BO16CS043,4
1BO,1BO16CS044,8.83
1BO,1BO16CS045,5.5
1BO,1BO16CS046,4.42
1BO,1BO16CS047,6.92
1BO,1BO16CS048,5.75
1BO,1BO16CS049,8.58
1BO,1BO16CS050,3.58
1BO,1BO16CS051,5
1BO,1BO16CS052,5
1BO,1BO16CS053,7.25
1BO,1BO16CS054,5.67
1BO,1BO16CS055,7.83
1BO,1BO16CS056,5.25
1BO,1BO16CS057,3.58
1BO,1BO16CS059,7.33
1BO,1BO16CS060,8.5
1BO,1BO16CS061,7.58
1BO,1BO16CS063,6.5
1BO,1BO16CS064,4.75
1BO,1BO16CS065,8
1BO,1BO16CS066,5.25
1BO,1BO16CS067,7.75
1BO,1BO16CS069,5.42
1BO,1BO16CS070,3.75
1BO,1BO16CS071,3.25
1BO,1BO16CS072,2.5
1BO,1BO16CS073,3.58
1BO,1BO16CS074,6.58
1BO,1BO16CS075,5.83
1BO,1BO16CS077,4.58
1BO,1BO16CS079,2.67
1BO,1BO16CS080,7.83
1BO,1BO16CS081,8.25
1BO,1BO16CS082,2.25
1BO,1BO16CS083,6.25
1BO,1BO16CS084,8.33
1BO,1BO16CS085,7.17
1BO,1BO16CS086,7.75
1BO,1BO16CS087,4
1BO,1BO16CS088,8.08
1BO,1BO16CS089,1.5
1BO,1BO16CS091,8.25
1BO,1BO16CS092,3.75
1BO,1BO16CS093,4.25
1BO,1BO16CS095,6.25
1BO,1BO16CS096,5.17
1BO,1BO16CS097,4.58
1BO,1BO16CS098,8.25
1BO,1BO16CS099,7.33
1BO,1BO16CS100,7.83
1BO,1BO16CS101,6.83
1BO,1BO16CS102,8.33
1BO,1BO16CS103,6.92
1BO,1BO16CS104,6.08
1BO,1BO16CS105,6.42
1BO,1BO16CS106,7.17
1BO,1BO16CS107,7.25
1BO,1BO16CS108,4.25
1BO,1BO16CS109,8.92
1BO,1BO16CS110,5.25
1BO,1BO16CS111,6.25
1BO,1BO16CS112,3
1BO,1BO16CS113,8.33
1BO,1BO16CS114,1.17
1BT,1BT16CS001,7.08
1BT,1BT16CS002,5
1BT,1BT16CS003,7.33
1BT,1BT16CS004,5.67
1BT,1BT16CS005,6.33
1BT,1BT16CS006,3.92
1BT,1BT16CS007,2.42
1BT,1BT16CS008,9.5
1BT,1BT16CS009,5.25
1BT,1BT16CS011,7.25
1BT,1BT16CS012,7.75
1BT,1BT16CS013,6.67
1BT,1BT16CS015,4.58
1BT,1BT16CS016,3.17
1BT,1BT16CS017,2.75
1BT,1BT16CS018,2
1BT,1BT16CS019,2.17
1BT,1BT16CS020,5.33
1BT,1BT16CS021,6.83
1BT,1BT16CS022,5.08
1BT,1BT16CS023,1.5
1BT,1BT16CS024,3
1BT,1BT16CS025,8.42
1BT,1BT16CS026,6.42
1BT,1BT16CS027,6.25
1BT,1BT16CS029,5.58
1BT,1BT16CS030,7
1BT,1BT16CS031,7.08
1BT,1BT16CS033,5.33
1BT,1BT16CS034,5.75
1BT,1BT16CS035,5.42
1BT,1BT16CS036,4
1BT,1BT16CS037,5.17
1BT,1BT16CS038,1.83
1BT,1BT16CS039,7
1BT,1BT16CS040,5.67
1BT,1BT16CS041,4.92
1BT,1BT16CS042,7.58
1BT,1BT16CS043,7.58
1BT,1BT16CS044,2.83
1BT,1BT16CS045,0.58
1BT,1BT16CS046,0.42
1BT,1BT16CS047,4.83
1BT,1BT16CS048,3.75
1BT,1BT16CS049,6.25
1BT,1BT16CS050,3.83
1BT,1BT16CS051,5.58
1BT,1BT16CS052,2.67
1BT,1BT16CS053,0.67
1BT,1BT16CS054,2.92
1BT,1BT16CS055,3.67
1BT,1BT16CS056,6.25
1BT,1BT16CS057,6.75
1BT,1BT16CS058,1.92
1BT,1BT16CS060,4
1BT,1BT16CS061,4.17
1BT,1BT16CS062,4.5
1BT,1BT16CS063,7.17
1BY,1BY16CS001,8.83
1BY,1BY16CS002,4.25
1BY,1BY16CS003,6.5
1BY,1BY16CS004,7.67
1BY,1BY16CS005,7.92
1BY,1BY16CS006,7
1BY,1BY16CS007,8.58
1BY,1BY16CS008,8.25
1BY,1BY16CS009,9.25
1BY,1BY16CS010,7.83
1BY,1BY16CS011,7.42
1BY,1BY16CS012,8.67
1BY,1BY16CS013,8
1BY,1BY16CS014,8.25
1BY,1BY16CS015,8.33
1BY,1BY16CS016,6.92
1BY,1BY16CS017,7
1BY,1BY16CS018,8.08
1BY,1BY16CS019,5.17
1BY,1BY16CS020,7.67
1BY,1BY16CS021,7.58
1BY,1BY16CS023,8.42
1BY,1BY16CS024,8.08
1BY,1BY16CS025,8
1BY,1BY16CS026,5.08
1BY,1BY16CS027,8.08
1BY,1BY16CS028,7.67
1BY,1BY16CS029,8.75
1BY,1BY16CS030,7.42
1BY,1BY16CS031,9.17
1BY,1BY16CS032,8.92
1BY,1BY16CS033,8.17
1BY,1BY16CS034,4.5
1BY,1BY16CS035,0.42
1BY,1BY16CS036,1.25
1BY,1BY16CS037,8.25
1BY,1BY16CS038,8.17
1BY,1BY16CS039,7.33
1BY,1BY16CS040,3.33
1BY,1BY16CS041,8.25
1BY,1BY16CS042,2.25
1BY,1BY16CS043,9.17
1BY,1BY16CS044,5.25
1BY,1BY16CS045,7.83
1BY,1BY16CS046,8.42
1BY,1BY16CS047,8.42
1BY,1BY16CS048,6.75
1BY,1BY16CS049,7.58
1BY,1BY16CS050,9
1BY,1BY16CS051,8.08
1BY,1BY16CS052,5.92
1BY,1BY16CS053,9.42
1BY,1BY16CS054,7.25
1BY,1BY16CS055,6.75
1BY,1BY16CS056,7.58
1BY,1BY16CS057,6.75
1BY,1BY16CS058,9
1BY,1BY16CS059,7.67
1BY,1BY16CS060,6
1BY,1BY16CS061,3.83
1BY,1BY16CS062,7.92
1BY,1BY16CS063,8.08
1BY,1BY16CS064,8.25
1BY,1BY16CS065,5.58
1BY,1BY16CS066,9
1BY,1BY16CS067,7.75
1BY,1BY16CS069,5.58
1BY,1BY16CS070,8.5
1BY,1BY16CS071,6.92
1BY,1BY16CS072,4.5
1BY,1BY16CS073,8.83
1BY,1BY16CS074,8.5
1BY,1BY16CS075,7.83
1BY,1BY16CS076,8
1BY,1BY16CS077,0.83
1BY,1BY16CS078,9
1BY,1BY16CS079,9.83
1BY,1BY16CS080,6.75
1BY,1BY16CS081,8.67
1BY,1BY16CS082,8.17
1BY,1BY16CS083,8.33
1BY,1BY16CS084,8
1BY,1BY16CS085,7.75
1BY,1BY16CS086,8.75
1BY,1BY16CS088,8.58
1BY,1BY16CS089,6.92
1BY,1BY16CS090,3.67
1BY,1BY16CS091,8.33
1BY,1BY16CS092,9.25
1BY,1BY16CS093,7.42
1BY,1BY16CS094,8.42
1BY,1BY16CS095,2.83
1BY,1BY16CS096,8.5
1BY,1BY16CS097,6.5
1BY,1BY16CS098,8.5
1BY,1BY16CS100,5.08
1BY,1BY16CS101,1.83
1BY,1BY16CS102,5.92
1BY,1BY16CS104,8.5
1BY,1BY16CS105,2.58
1BY,1BY16CS106,7.67
1BY,1BY16CS107,7.25
1BY,1BY16CS108,6.83
1BY,1BY16CS109,8.92
1CC,1CC16CS001,7.67
1CC,1CC16CS002,4.08
1CC,1CC16CS003,7.5
1CC,1CC16CS004,8.83
1CC,1CC16CS005,8
1CC,1CC16CS006,3.67
1CC,1CC16CS007,5.92
1CC,1CC16CS008,7.83
1CC,1CC16CS009,3.25
1CC,1CC16CS010,5.58
1CC,1CC16CS011,2.5
1CC,1CC16CS012,8.42
1CC,1CC16CS013,6
1CC,1CC16CS014,2.67
1CC,1CC16CS015,8.33
1CC,1CC16CS016,3.67
1CC,1CC16CS017,6
1CC,1CC16CS018,6.33
1CC,1CC16CS019,4.33
1CC,1CC16CS020,8.5
1CC,1CC16CS021,7.5
1CC,1CC16CS022,3
1CC,1CC16CS023,4.17
1CC,1CC16CS024,8.75
1CC,1CC16CS025,4.5
1CC,1CC16CS026,4.92
1CC,1CC16CS027,8.67
1CC,1CC16CS028,7.33
1CC,1CC16CS029,7.25
1CC,1CC16CS030,5.92
1CC,1CC16CS031,6
1CC,1CC16CS032,7.42
1CC,1CC16CS033,2.58
1CC,1CC16CS034,4.67
1CC,1CC16CS035,8
1CC,1CC16CS036,3.75
1CC,1CC16CS037,7.83
1CD,1CD16CS001,5.75
1CD,1CD16CS002,6.33
1CD,1CD16CS003,6.25
1CD,1CD16CS004,6.25
1CD,1CD16CS006,8.08
1CD,1CD16CS007,3.17
1CD,1CD16CS008,3.08
1CD,1CD16CS009,6.17
1CD,1CD16CS010,3.42
1CD,1CD16CS011,7.58
1CD,1CD16CS012,7.75
1CD,1CD16CS013,5.5
1CD,1CD16CS014,7.67
1CD,1CD16CS015,6
1CD,1CD16CS016,7.67
1CD,1CD16CS017,8.33
1CD,1CD16CS018,3.33
1CD,1CD16CS019,7.75
1CD,1CD16CS020,8.92
1CD,1CD16CS022,6.5
1CD,1CD16CS023,5.83
1CD,1CD16CS024,1.5
1CD,1CD16CS025,7.42
1CD,1CD16CS026,4.08
1CD,1CD16CS027,4.25
1CD,1CD16CS028,8.83
1CD,1CD16CS029,4.08
1CD,1CD16CS030,5.92
1CD,1CD16CS031,6.5
1CD,1CD16CS032,5.75
1CD,1CD16CS033,6.75
1CD,1CD16CS034,6
1CD,1CD16CS035,6.08
1CD,1CD16CS036,3.58
1CD,1CD16CS037,0.83
1CD,1CD16CS039,8.67
1CD,1CD16CS040,6.42
1CD,1CD16CS041,8.75
1CD,1CD16CS042,6.92
1CD,1CD16CS043,7.08
1CD,1CD16CS045,6.33
1CD,1CD16CS046,7.58
1CD,1CD16CS047,8.83
1CD,1CD16CS048,6.58
1CD,1CD16CS049,9.17
1CD,1CD16CS050,8.75
1CD,1CD16CS051,6.42
1CD,1CD16CS052,6.58
1CD,1CD16CS053,8.83
1CD,1CD16CS054,2.75
1CD,1CD16CS055,5
1CD,1CD16CS056,7.5
1CD,1CD16CS057,4.42
1CD,1CD16CS058,1.58
1CD,1CD16CS059,2.75
1CD,1CD16CS060,5.75
1CD,1CD16CS061,3.42
1CD,1CD16CS062,3.08
1CD,1CD16CS063,3.33
1CD,1CD16CS065,8.83
1CD,1CD16CS066,4.75
1CD,1CD16CS067,7.67
1CD,1CD16CS068,1.83
1CD,1CD16CS069,8.67
1CD,1CD16CS070,5.42
1CD,1CD16CS071,9.33
1CD,1CD16CS072,7.75
1CD,1CD16CS073,5.75
1CD,1CD16CS074,8.58
1CD,1CD16CS075,5.83
1CD,1CD16CS076,3.08
1CD,1CD16CS077,7.08
1CD,1CD16CS078,6
1CD,1CD16CS079,8.17
1CD,1CD16CS080,4.75
1CD,1CD16CS081,6.92
1CD,1CD16CS082,6
1CD,1CD16CS083,4
1CD,1CD16CS084,7.25
1CD,1CD16CS085,5.17
1CD,1CD16CS086,8.17
1CD,1CD16CS087,7.75
1CD,1CD16CS088,7
1CD,1CD16CS089,7.08
1CD,1CD16CS090,6.5
1CD,1CD16CS091,7.92
1CD,1CD16CS092,5.42
1CD,1CD16CS093,7.83
1CD,1CD16CS094,1.5
1CD,1CD16CS095,7.08
1CD,1CD16CS096,6.33
1CD,1CD16CS097,7
1CD,1CD16CS098,6.83
1CD,1CD16CS099,8.83
1CD,1CD16CS100,4.08
1CD,1CD16CS101,3.83
1CD,1CD16CS102,1.67
1CD,1CD16CS103,7.67
1CD,1CD16CS104,6.5
1CD,1CD16CS105,9.17
1CD,1CD16CS106,1.67
1CD,1CD16CS107,8.08
1CD,1CD16CS108,8
1CD,1CD16CS109,9.25
1CD,1CD16CS110,5.42
1CD,1CD16CS111,3.92
1CD,1CD16CS112,2.75
1CD,1CD16CS113,4.33
1CD,1CD16CS114,7.08
1CD,1CD16CS115,6.33
1CD,1CD16CS117,7.75
1CD,1CD16CS118,3.67
1CD,1CD16CS119,9.08
1CD,1CD16CS120,6.25
1CD,1CD16CS121,6.5
1CD,1CD16CS122,7.33
1CD,1CD16CS123,7.5
1CD,1CD16CS124,3.83
1CD,1CD16CS125,2.08
1CD,1CD16CS126,7.83
1CD,1CD16CS127,8.92
1CD,1CD16CS128,9
1CD,1CD16CS129,7.67
1CD,1CD16CS130,7.42
1CD,1CD16CS131,3
1CD,1CD16CS132,8.92
1CD,1CD16CS133,3.83
1CD,1CD16CS134,8.17
1CD,1CD16CS135,6.83
1CD,1CD16CS136,6.75
1CD,1CD16CS137,9
1CD,1CD16CS138,7.83
1CD,1CD16CS139,9.17
1CD,1CD16CS140,6.92
1CD,1CD16CS141,7.33
1CD,1CD16CS142,4.67
1CD,1CD16CS143,4.83
1CD,1CD16CS144,6.92
1CD,1CD16CS145,6.83
1CD,1CD16CS146,9
1CD,1CD16CS147,4.5
1CD,1CD16CS148,3.25
1CD,1CD16CS149,7.83
1CD,1CD16CS151,7.17
1CD,1CD16CS152,5.25
1CD,1CD16CS153,8.33
1CD,1CD16CS154,6.75
1CD,1CD16CS155,6.17
1CD,1CD16CS156,7.83
1CD,1CD16CS157,6.75
1CD,1CD16CS158,3.33
1CD,1CD16CS159,8.83
1CD,1CD16CS160,8.75
1CD,1CD16CS161,8.17
1CD,1CD16CS162,7.83
1CD,1CD16CS163,7.67
1CD,1CD16CS164,7.83
1CD,1CD16CS165,8.67
1CD,1CD16CS166,1.58
1CD,1CD16CS167,8.5
1CD,1CD16CS168,5.92
1CD,1CD16CS169,6.67
1CD,1CD16CS170,7.42
1CD,1CD16CS171,8.08
1CD,1CD16CS172,7.42
1CD,1CD16CS173,0.67
1CD,1CD16CS174,8.25
1CD,1CD16CS175,4.75
1CD,1CD16CS176,9.67
1CD,1CD16CS177,8.83
1CD,1CD16CS178,7.67
1CD,1CD16CS179,6.58
1CD,1CD16CS180,3.42
1CD,1CD16CS181,8.42
1CD,1CD16CS182,8.08
1CD,1CD16CS183,6.33
1CD,1CD16CS184,7.33
1CD,1CD16CS185,5.17
1CD,1CD16CS186,7.42
1CD,1CD16CS187,7.92
1CE,1CE16CS002,7.17
1CE,1CE16CS003,2
1CE,1CE16CS004,9
1CE,1CE16CS005,6.75
1CE,1CE16CS006,2.67
1CE,1CE16CS007,9.17
1CE,1CE16CS008,6.92
1CE,1CE16CS009,5.83
1CE,1CE16CS010,6.5
1CE,1CE16CS011,7.83
1CE,1CE16CS012,5.42
1CE,1CE16CS013,7.33
1CE,1CE16CS014,5.92
1CE,1CE16CS016,3.33
1CE,1CE16CS017,5.33
1CE,1CE16CS018,6.75
1CE,1CE16CS019,7.42
1CE,1CE16CS020,6.67
1CE,1CE16CS021,1.83
1CE,1CE16CS022,7.17
1CE,1CE16CS023,6.75
1CE,1CE16CS024,3.67
1CE,1CE16CS025,2.58
1CE,1CE16CS026,2.17
1CE,1CE16CS027,5.83
1CE,1CE16CS028,6.83
1CE,1CE16CS029,1.83
1CE,1CE16CS030,5.58
1CE,1CE16CS031,4.08
1CE,1CE16CS032,6.25
1CE,1CE16CS033,5
1CE,1CE16CS034,5.92
1CE,1CE16CS035,6.42
1CE,1CE16CS036,6.42
1CE,1CE16CS037,5.25
1CE,1CE16CS038,1.67
1CE,1CE16CS039,5.33
1CE,1CE16CS040,2.58
1CE,1CE16CS041,4.42
1CE,1CE16CS042,6.67
1CE,1CE16CS043,3
1CE,1CE16CS044,6.17
1CE,1CE16CS045,7.17
1CE,1CE16CS046,8.33
1CE,1CE16CS047,5.92
1CE,1CE16CS048,5.42
1CE,1CE16CS049,3.17
1CE,1CE16CS050,4.58
1CE,1CE16CS051,2
1CE,1CE16CS052,2.92
1CE,1CE16CS053,6.92
1CE,1CE16CS054,7.92
1CE,1CE16CS055,7.33
1CE,1CE16CS056,2.58
1CE,1CE16CS057,8.08
1CE,1CE16CS058,3.5
1CE,1CE16CS059,8.83
1CE,1CE16CS060,7.17
1CE,1CE16CS061,8.25
1CE,1CE16CS062,4.25
1CE,1CE16CS063,1.83
1CE,1CE16CS064,3.17
1CE,1CE16CS065,5.42
1CE,1CE16CS066,6.08
1CE,1CE16CS067,8.33
1CE,1CE16CS068,3.92
1CE,1CE16CS069,6.75
1CE,1CE16CS070,6.33
1CE,1CE16CS071,7.42
1CE,1CE16CS072,2.42
1CE,1CE16CS073,5.5
1CE,1CE16CS074,3.5
1CE,1CE16CS075,7
1CE,1CE16CS076,5.75
1CE,1CE16CS077,5.75
1CE,1CE16CS078,6.67
1CE,1CE16CS079,2.92
1CE,1CE16CS080,4.33
1CE,1CE16CS081,1.75
1CE,1CE16CS082,6.33
1CE,1CE16CS083,3.25
1CE,1CE16CS084,5.5
1CE,1CE16CS085,6.08
1CE,1CE16CS086,7.08
1CE,1CE16CS087,5.75
1CE,1CE16CS088,5.25
1CE,1CE16CS089,7.17
1CE,1CE16CS090,8.75
1CE,1CE16CS092,4.92
1CE,1CE16CS093,6.08
1CE,1CE16CS094,5.92
1CE,1CE16CS095,6
1CE,1CE16CS096,0.92
1CE,1CE16CS097,2.75
1CE,1CE16CS098,7.58
1CE,1CE16CS099,6.08
1CE,1CE16CS100,5
1CE,1CE16CS101,7
1CE,1CE16CS102,4.67
1CE,1CE16CS103,2.42
1CE,1CE16CS104,6.08
1CE,1CE16CS105,6.83
1CE,1CE16CS106,6.58
1CE,1CE16CS107,8
1CE,1CE16CS108,5.67
1CE,1CE16CS109,7.83
1CE,1CE16CS111,7.25
1CE,1CE16CS112,6.83
1CE,1CE16CS113,0.58
1CE,1CE16CS114,3.17
1CE,1CE16CS115,4.08
1CE,1CE16CS116,8.83
1CE,1CE16CS117,5.17
1CE,1CE16CS118,3.58
1CE,1CE16CS119,4
1CE,1CE16CS120,6.92
1CG,1CG16CS001,7.5
1CG,1CG16CS002,7.33
1CG,1CG16CS003,5.25
1CG,1CG16CS004,2.67
1CG,1CG16CS005,8.25
1CG,1CG16CS006,6.25
1CG,1CG16CS007,3.75
1CG,1CG16CS008,3.75
1CG,1CG16CS009,7.83
1CG,1CG16CS010,7.58
1CG,1CG16CS011,6.33
1CG,1CG16CS012,4
1CG,1CG16CS013,7
1CG,1CG16CS014,5.08
1CG,1CG16CS015,6.17
1CG,1CG16CS016,5.67
1CG,1CG16CS017,6.58
1CG,1CG16CS018,8.92
1CG,1CG16CS019,5.92
1CG,1CG16CS020,6.42
